LotShape,LotConfig,Neighborhood,HouseStyle,YearRemodAdd,BsmtFinType1,HeatingQC,FullBath,HalfBath,GarageType,GarageFinish,MoSold,YrSold,SalePrice
3,0,7,6,2003,5,0,3,0,3,1,7,2009,198500
3,4,2,5,2007,0,2,1,1,5,2,5,2009,118000
0,2,14,5,1976,2,4,2,1,1,0,7,2006,190000
3,4,9,5,1997,4,2,1,0,5,2,7,2009,147000
0,4,12,2,1963,1,2,1,1,1,1,7,2009,159000
0,0,12,7,1962,2,2,1,0,2,1,12,2008,165000
3,4,12,2,1954,3,2,1,0,1,0,3,2010,132000
0,0,12,2,2006,0,0,1,0,5,0,3,2010,162000
0,4,8,5,2000,5,0,2,1,1,1,1,2006,172400
3,4,4,0,1959,5,4,2,0,5,0,7,2008,134432
3,4,20,2,1984,0,4,1,0,1,2,2,2010,125000
3,4,12,2,1953,1,4,1,0,1,2,11,2009,123000
3,4,5,5,2004,5,0,2,1,3,0,7,2007,219500
0,4,7,2,1950,1,2,0,1,1,2,3,2009,61000
0,1,5,6,1996,2,0,1,0,5,2,7,2006,148000
0,0,21,5,2005,5,0,3,0,1,1,12,2007,340000
3,0,22,2,2010,2,0,1,1,1,0,6,2010,394432
0,4,8,5,2000,5,0,2,1,1,0,6,2009,179000
3,4,18,0,1950,3,4,2,0,5,2,5,2010,127000
3,4,21,2,2006,5,0,2,0,1,1,8,2006,187750
0,4,5,5,2006,5,0,2,1,1,1,4,2007,213500
3,0,20,1,1950,5,4,1,0,5,2,10,2009,76000
1,0,4,5,1992,2,0,2,1,1,0,6,2007,240000
3,4,0,2,2005,2,0,2,0,1,0,4,2010,192000
3,2,7,0,1996,5,4,1,0,1,2,5,2006,81000
3,4,7,7,1976,0,0,1,0,5,2,10,2009,125000
0,1,5,2,2000,5,0,2,0,1,1,7,2008,191000
3,4,16,5,2008,2,0,2,1,3,0,8,2008,426000
3,4,7,0,1950,4,0,1,0,5,2,4,2008,119000
0,1,11,5,2002,0,0,2,1,3,0,6,2009,215000
0,4,12,2,1959,5,4,1,0,1,1,7,2007,106500
3,0,3,2,1950,4,4,1,0,1,2,4,2006,100000
3,4,17,0,1950,5,2,1,0,5,2,7,2007,109000
3,4,7,2,1956,1,4,1,0,1,2,6,2010,129000
3,4,5,2,1972,4,4,1,0,5,1,9,2009,123000
3,4,12,5,1962,0,4,2,0,1,1,7,2007,169500
3,0,9,2,1950,5,2,1,0,5,2,11,2007,67000
3,4,21,5,2007,2,0,2,0,1,0,10,2009,241000
1,4,24,2,1996,2,0,1,1,1,0,12,2008,245500
0,4,5,2,2005,2,0,2,0,1,0,7,2006,164990
3,4,19,2,1997,5,0,1,0,5,2,8,2008,108000
3,0,15,5,1998,5,2,2,1,3,0,7,2006,258000
0,4,8,5,1996,5,2,2,1,3,0,5,2007,168000
0,0,19,2,1993,1,0,2,0,1,2,6,2009,150000
3,4,18,0,1950,5,0,1,0,5,2,3,2008,115000
3,4,6,5,1976,5,0,2,0,1,2,3,2008,177000
3,0,16,5,2006,5,0,2,1,1,1,8,2007,280000
3,4,21,5,2008,2,0,2,1,1,0,4,2008,339750
3,4,7,2,1958,5,4,1,0,1,2,6,2009,60000
3,4,8,2,1955,4,4,1,0,1,0,1,2006,145000
1,4,21,2,2009,2,0,2,1,1,0,6,2010,222000
3,4,17,2,1950,5,2,1,0,5,2,3,2010,115000
1,1,20,5,1993,1,0,2,1,1,2,12,2008,228000
0,4,8,2,2007,2,0,2,0,1,0,8,2007,181134
3,4,19,5,1978,0,4,1,1,1,0,3,2006,149500
0,4,6,5,1950,1,4,2,1,5,2,11,2007,239000
3,4,7,0,1950,0,1,1,1,5,2,4,2007,126000
3,4,12,2,1968,1,0,1,0,1,2,7,2010,142000
3,4,11,6,1998,2,0,2,0,1,0,11,2008,206300
0,2,14,2,2000,0,2,2,0,1,0,6,2009,215000
3,4,11,2,1954,5,0,1,0,1,1,2,2008,113000
3,4,15,5,1998,2,2,2,1,1,0,6,2008,315000
3,4,12,2,1956,3,2,1,0,1,1,5,2008,139000
3,4,17,5,1992,5,2,1,1,5,2,9,2009,135000
3,4,20,7,1989,2,2,2,0,1,0,8,2009,275000
0,4,12,2,1957,4,0,1,0,5,2,7,2008,109008
3,4,5,2,2007,2,0,2,0,1,1,9,2007,195400
0,0,23,2,1988,2,4,2,0,1,2,3,2009,175000
3,4,2,5,1971,0,4,1,1,5,2,7,2008,85400
0,4,17,0,1998,5,2,1,0,1,2,9,2008,79900
3,4,2,5,1971,0,0,1,1,5,2,8,2007,122500
0,0,8,5,1998,5,0,2,1,1,0,7,2008,181000
3,4,10,6,1972,0,2,1,0,1,2,6,2008,81000
1,1,5,5,1996,2,0,2,1,1,1,4,2009,212000
3,4,17,0,1950,5,4,1,0,5,2,10,2006,116000
3,4,3,1,2004,5,2,1,0,5,2,1,2009,119000
3,4,6,2,2002,3,4,1,0,5,2,3,2007,90350
3,0,7,0,2000,5,2,1,0,5,2,8,2009,110000
3,4,16,2,2008,2,0,2,0,1,0,4,2009,555000
3,4,7,2,1955,0,4,2,0,1,2,9,2008,118000
3,4,3,0,1992,5,4,2,0,5,2,6,2008,162900
3,4,0,2,2007,5,0,2,0,1,0,6,2007,172500
3,4,5,5,1995,2,0,2,1,1,2,7,2008,210000
3,0,7,2,1956,5,1,1,0,1,2,11,2009,127500
0,0,12,2,2002,0,0,2,1,1,0,6,2010,190000
0,0,8,5,1999,5,2,2,1,1,0,7,2006,199900
3,4,9,0,1950,5,4,2,0,5,2,6,2006,119500
3,4,17,0,2002,0,0,1,1,5,2,6,2007,120000
3,4,17,2,2005,5,0,1,0,5,2,6,2006,110000
0,4,4,2,1975,0,4,2,0,1,2,12,2006,280000
0,0,23,5,1997,0,0,2,1,1,0,7,2007,204000
3,4,21,5,2008,5,0,2,1,1,1,6,2009,210000
3,4,11,2,1976,0,4,2,0,5,2,7,2006,188000
3,4,14,2,1973,0,1,1,1,1,2,9,2007,175500
3,4,17,5,1950,5,1,1,0,5,2,5,2008,98000
0,1,4,2,1994,1,0,1,0,1,0,3,2008,256000
3,4,17,5,1996,5,1,1,0,5,2,6,2008,161000
0,0,3,0,1950,3,4,1,0,5,2,7,2009,110000
0,4,21,5,2009,2,0,2,1,3,0,12,2009,263435
3,4,18,5,2007,0,0,1,0,5,1,4,2009,155000
0,4,19,2,1965,4,2,1,0,5,2,12,2009,62383
0,4,6,5,1995,3,1,1,1,5,2,8,2008,188700
3,4,5,2,1978,4,4,2,0,1,2,8,2009,124000
3,4,0,2,2004,5,0,2,0,1,0,5,2006,178740
3,4,12,2,1970,2,4,1,0,1,2,4,2007,167000
3,4,12,5,1995,3,0,1,1,1,2,6,2007,146500
0,4,16,2,2006,5,0,2,0,1,1,5,2007,250000
0,0,20,5,1993,2,0,2,1,1,1,6,2008,187000
0,0,22,2,1985,2,4,1,1,1,1,6,2010,212000
3,4,14,5,1977,5,4,2,1,1,1,11,2007,190000
3,4,7,7,2005,2,0,1,0,2,1,6,2008,148000
0,4,16,2,2007,2,0,2,0,1,1,7,2007,440000
3,4,22,2,2000,2,0,2,0,1,1,8,2007,251000
3,0,19,2,1963,2,4,1,0,5,2,7,2007,132500
3,4,5,2,1998,2,0,2,0,1,0,4,2008,208900
3,4,16,5,2006,5,0,2,1,3,0,3,2007,380000
3,4,5,2,2008,2,0,2,0,1,1,9,2009,297000
3,4,17,2,2000,4,4,1,0,5,2,3,2007,89471
0,2,16,2,2005,2,0,2,0,1,0,3,2006,326000
0,4,16,2,2004,2,0,2,0,1,0,8,2006,374000
3,0,17,5,2005,0,0,1,1,1,2,6,2009,155000
3,2,11,2,1998,2,0,2,0,1,2,5,2006,164000
0,0,19,2,2001,0,2,1,0,5,2,3,2007,132500
3,4,12,2,2007,0,2,1,0,1,2,7,2009,147000
3,4,12,2,1965,0,4,1,1,1,1,6,2007,156000
0,4,14,2,1971,0,2,2,0,1,2,2,2007,175000
3,0,17,0,1970,1,4,2,0,1,2,5,2006,160000
3,4,10,6,2002,2,4,1,0,1,2,5,2009,86000
3,4,10,5,1976,5,4,1,1,3,0,6,2008,115000
3,4,12,0,1950,1,4,1,0,1,2,8,2006,133000
0,0,8,5,2006,5,2,2,1,1,1,5,2006,172785
3,4,12,2,1960,1,4,1,1,5,2,6,2008,155000
3,4,17,2,1996,5,2,1,0,1,2,12,2009,91300
3,4,9,2,1950,4,4,1,0,1,2,11,2009,34900
0,4,15,2,1993,2,0,3,0,1,1,5,2007,430000
3,4,3,0,1950,4,0,2,0,5,2,6,2008,184000
3,4,19,2,2004,0,0,1,0,1,0,6,2009,130000
0,4,12,2,1985,1,1,1,0,1,0,6,2007,120000
3,4,2,5,1973,1,4,1,1,5,2,5,2007,113000
3,4,21,5,2005,2,2,2,1,1,1,2,2008,226700
3,0,7,2,1965,0,0,1,0,5,2,4,2007,140000
0,4,6,2,1997,0,4,2,0,1,0,3,2010,289000
3,4,13,5,1974,0,4,2,1,1,2,6,2009,147000
3,4,17,5,1952,5,2,2,0,5,2,7,2009,124500
0,4,20,5,1994,2,0,2,1,1,1,9,2006,215000
0,4,21,2,2009,2,0,2,0,1,0,9,2009,208300
3,4,17,5,2005,4,0,2,0,5,2,10,2008,161000
3,0,12,2,1959,0,0,1,0,1,1,7,2009,124500
3,4,12,2,2000,1,0,1,0,4,2,6,2009,164900
0,4,16,2,2006,5,0,2,0,1,1,3,2006,202665
3,0,12,2,1958,1,4,1,0,5,2,7,2006,129900
3,0,11,2,1983,0,4,1,1,1,2,6,2007,134000
3,4,6,1,1950,5,1,1,0,5,2,6,2007,96500
3,4,16,2,2009,2,0,2,1,1,0,9,2009,402861
0,0,14,7,1972,5,4,2,1,1,1,8,2009,158000
0,4,15,5,1997,5,0,2,1,1,1,7,2009,265000
0,1,5,5,1998,2,0,2,1,1,1,5,2007,211000
3,4,6,5,2004,5,0,1,1,5,2,6,2009,234000
3,4,17,5,2000,5,4,2,0,1,2,8,2008,106250
0,0,12,2,1957,4,0,1,1,1,2,5,2007,150000
3,0,3,0,1950,0,0,2,0,5,2,10,2006,159000
0,4,7,5,2008,2,0,3,1,3,0,10,2007,184750
0,4,15,5,1997,2,0,2,1,1,0,8,2007,315750
3,4,21,2,2005,5,0,2,0,1,2,4,2006,176000
3,4,12,2,2000,4,4,1,0,1,2,6,2007,132000
0,4,16,5,2008,2,0,2,1,1,0,11,2008,446261
0,4,7,2,2002,0,0,1,0,1,2,7,2007,86000
0,1,6,2,1975,4,4,3,0,1,1,3,2007,200624
3,4,23,7,1989,2,0,2,0,1,1,8,2008,175000
0,3,3,5,1999,5,0,2,0,5,0,6,2008,128000
3,4,12,2,2007,5,0,1,0,5,2,4,2010,107500
3,4,3,2,1950,5,1,1,0,1,2,1,2007,39300
0,4,8,5,2004,5,0,2,1,1,0,10,2006,178000
3,4,7,5,1991,2,4,1,0,1,2,1,2008,107500
0,1,5,5,1999,5,0,2,1,1,0,7,2008,188000
0,2,12,2,1972,1,4,1,0,5,2,4,2008,111250
0,4,19,2,1968,1,4,1,1,1,2,7,2006,158000
3,4,5,2,2002,2,0,2,0,1,1,5,2010,272000
3,4,23,2,2006,2,0,2,0,1,0,3,2009,315000
3,2,15,5,2000,5,0,2,1,3,0,6,2007,248000
3,4,14,2,1999,3,0,2,0,1,0,6,2009,213250
3,4,12,6,1998,2,0,1,0,1,0,6,2007,133000
0,4,8,5,2006,2,0,2,1,1,1,9,2006,179665
0,0,14,0,1988,2,2,2,1,1,2,2,2006,229000
0,4,3,0,1950,4,0,1,1,5,2,5,2007,210000
3,4,11,6,1970,0,0,1,0,5,2,4,2007,129500
0,4,17,2,1995,3,4,1,0,5,1,6,2008,125000
3,4,21,5,2004,5,0,2,1,3,0,11,2009,263000
3,4,13,2,1977,0,4,2,0,1,1,10,2008,140000
3,4,17,2,1957,4,2,1,0,1,0,6,2008,112500
0,4,16,2,2006,5,0,2,0,1,1,7,2009,255500
3,4,7,2,2003,5,0,2,0,5,0,5,2009,108000
3,4,16,5,2004,2,0,2,1,3,1,8,2008,284000
3,4,3,1,1950,5,4,1,0,5,2,8,2006,113000
0,4,12,2,1957,4,4,1,0,1,0,5,2006,141000
3,4,9,0,1950,4,2,1,1,4,2,9,2006,108000
1,2,8,5,1997,2,0,2,1,1,2,8,2008,175000
3,4,0,2,2004,5,0,2,0,1,0,10,2006,234000
0,4,19,2,1996,0,4,1,1,5,2,5,2010,121500
3,4,11,2,1975,0,2,1,0,1,1,4,2006,170000
3,4,7,2,1969,1,0,1,0,1,2,7,2008,108000
3,4,7,0,1950,5,0,2,0,5,0,7,2008,185000
0,1,15,5,2000,2,0,2,1,1,1,7,2006,268000
3,0,18,5,1950,5,4,1,1,5,2,5,2010,128000
0,4,22,5,2007,5,0,2,1,3,0,6,2008,325000
0,4,16,2,2004,2,0,2,0,1,1,3,2010,214000
0,4,20,0,2009,2,0,1,1,3,0,9,2009,316600
0,0,12,6,1979,2,4,1,0,5,2,12,2006,135960
0,4,12,2,1965,3,4,2,0,5,2,11,2008,142600
3,4,12,2,1959,1,0,1,0,1,2,10,2006,120000
0,0,23,5,2009,5,2,2,1,1,1,7,2009,224500
0,4,8,7,2000,5,0,2,1,3,1,12,2007,170000
3,2,12,7,2005,0,4,1,0,3,2,12,2007,139000
3,4,12,0,1950,4,4,1,0,5,2,10,2008,118500
3,4,18,0,1950,5,2,2,0,5,2,8,2009,145000
0,4,19,7,1966,3,0,1,0,1,1,5,2006,164500
3,0,21,5,2007,5,0,2,0,5,2,2,2008,146000
3,4,17,0,1954,5,0,2,0,1,2,11,2008,131500
0,1,12,2,1987,1,0,1,0,1,2,6,2007,181900
3,4,16,2,2009,5,0,2,1,1,1,8,2009,253293
3,4,7,6,1990,2,4,1,0,1,2,5,2007,118500
3,4,17,4,2000,5,2,3,1,5,2,7,2008,325000
3,4,3,0,1995,5,0,1,0,5,2,7,2009,133000
3,4,23,2,2006,2,0,2,0,1,1,3,2006,369900
3,4,3,2,2000,4,0,1,0,5,0,5,2008,130000
0,4,19,6,1982,0,4,1,0,5,2,7,2009,137000
0,4,4,2,2003,2,0,1,0,1,2,6,2009,143000
3,4,3,2,1960,5,4,1,0,5,2,8,2008,79500
3,4,5,5,2004,2,0,2,1,1,1,9,2008,185900
0,0,16,5,2008,2,0,2,1,3,1,6,2009,451950
3,4,11,2,2003,2,0,1,0,5,0,6,2008,138000
3,4,5,2,2003,2,0,1,0,1,0,5,2009,140000
0,4,5,2,1975,5,4,1,0,5,2,4,2008,110000
0,4,22,2,2006,2,0,2,0,1,0,8,2006,319000
3,4,17,5,1993,5,0,1,0,5,2,10,2006,114504
3,4,0,2,2007,5,0,0,2,1,0,2,2007,194201
3,4,6,2,1977,0,0,2,0,1,0,3,2006,217500
3,4,1,5,1980,3,4,2,1,1,0,7,2008,151000
3,4,16,5,2005,2,0,2,1,3,0,6,2006,275000
3,4,9,0,1950,5,4,1,1,5,2,12,2007,141000
0,4,20,5,1992,2,0,2,1,1,0,2,2006,220000
3,4,21,5,2005,5,0,2,1,5,1,6,2010,151000
0,4,5,2,2002,2,0,2,0,1,1,9,2008,221000
3,4,12,5,1990,1,4,2,1,1,2,10,2009,205000
1,0,5,2,1996,2,2,1,0,5,2,11,2009,152000
3,4,7,5,2002,2,0,3,0,1,2,8,2006,225000
3,4,6,5,1998,1,4,2,1,2,2,9,2007,359100
3,4,19,2,1961,4,2,1,0,1,2,4,2007,118500
3,4,5,5,2000,2,0,2,1,1,0,5,2009,313000
0,2,14,7,1978,0,4,2,0,1,2,7,2007,148000
3,4,5,5,2001,2,0,2,1,3,1,11,2009,261500
3,4,11,2,2007,0,0,1,0,1,2,12,2007,147000
3,4,10,6,1972,3,0,1,0,1,2,5,2010,75500
3,4,12,6,1963,2,0,1,0,1,1,5,2010,137500
0,4,8,5,2003,2,0,2,1,1,0,6,2006,183200
3,0,12,1,1954,5,2,1,0,5,2,6,2008,105500
3,4,16,2,2007,2,0,2,0,1,2,7,2007,314813
3,4,23,5,2003,2,0,2,1,1,0,8,2008,305000
3,4,7,2,1950,1,4,1,0,1,2,9,2008,67000
3,4,14,5,1997,0,4,2,1,1,1,6,2008,240000
3,4,19,2,1977,1,4,1,0,5,2,7,2009,135000
3,4,21,5,2000,2,0,2,1,5,2,6,2007,168500
3,4,14,5,1972,4,2,1,2,1,1,11,2006,165150
0,0,12,2,1962,5,4,1,1,1,2,2,2010,160000
0,4,12,2,1978,5,4,1,0,1,1,8,2007,139900
3,4,12,7,1972,1,0,1,0,2,1,3,2010,153000
0,4,12,5,1969,4,4,1,2,1,2,9,2007,135000
3,0,12,7,1964,2,4,1,1,1,1,6,2008,168500
3,0,17,5,1991,5,4,1,0,5,2,6,2006,124000
3,4,16,2,2006,2,0,2,0,1,1,8,2007,209500
3,4,14,2,1977,0,4,2,0,1,0,4,2009,82500
3,0,12,2,2005,1,4,1,0,1,2,7,2007,139400
3,4,17,6,1980,2,2,0,0,5,2,6,2010,144000
3,4,18,3,1995,3,0,2,0,1,2,3,2007,200000
3,4,3,2,1950,5,1,1,0,1,2,1,2009,60000
3,4,17,0,1954,5,4,2,0,3,2,11,2009,93000
3,4,7,2,1950,5,2,1,0,1,2,5,2008,85000
3,4,0,2,2006,2,0,2,0,1,0,10,2006,264561
0,4,16,2,2004,2,0,1,1,1,1,4,2008,274000
3,4,21,5,2001,2,0,2,1,1,0,5,2007,226000
3,4,12,7,1995,2,2,2,1,1,0,7,2009,345000
3,4,14,5,1969,4,0,2,1,1,0,4,2007,152000
3,4,21,2,2009,2,0,2,1,1,0,10,2009,370878
0,0,12,2,1971,0,4,1,1,5,2,3,2007,143250
3,4,12,2,1950,5,2,1,0,5,2,7,2008,98300
0,4,7,2,1953,4,0,1,0,1,1,6,2008,155000
3,4,12,5,1966,5,4,1,1,1,2,6,2010,155000
3,4,10,6,1970,1,2,1,0,1,2,12,2007,84500
3,4,21,5,2007,5,0,2,1,1,1,5,2008,205950
3,4,7,5,1950,5,4,1,0,5,2,10,2009,108000
3,4,5,5,1996,5,0,2,1,1,1,7,2009,191000
3,4,9,0,1995,5,0,1,0,5,2,6,2008,135000
0,4,15,2,1995,2,0,2,1,1,0,8,2008,350000
3,4,2,5,1971,5,4,1,1,5,2,3,2010,88000
0,4,12,2,2006,0,0,1,1,1,1,8,2008,145500
3,4,6,5,2000,5,4,1,1,1,1,2,2008,149000
3,4,12,0,1950,5,4,1,0,1,2,1,2010,97500
3,0,7,2,1999,1,0,1,0,5,0,3,2009,167000
3,1,14,5,1976,5,4,2,1,1,1,11,2007,197900
1,1,15,5,2005,2,0,2,1,1,1,7,2009,402000
3,0,12,2,1968,5,2,1,0,1,1,7,2009,110000
3,4,7,6,1972,1,4,2,0,5,1,4,2008,137500
1,1,21,2,2006,2,0,1,1,1,0,1,2006,423000
0,0,8,5,2000,5,0,2,1,1,1,11,2006,230500
0,4,12,5,1979,3,4,2,1,4,2,8,2007,129000
3,4,20,2,1998,2,0,2,0,1,1,10,2008,193500
3,0,19,2,1987,4,2,1,1,5,2,11,2006,168000
3,4,6,2,1950,5,0,1,0,5,2,7,2006,137500
3,2,5,5,2005,2,0,2,1,1,0,2,2009,173500
3,4,7,5,1950,1,4,2,0,5,2,7,2009,103600
0,4,24,2,1977,0,4,1,1,1,1,6,2006,165000
3,4,6,2,2004,2,0,2,0,1,0,6,2007,257500
3,4,12,2,1965,4,4,1,0,1,1,7,2008,140000
3,4,13,5,1978,0,4,2,1,1,2,4,2009,148500
3,4,17,5,1950,5,1,2,0,0,2,5,2006,87000
3,4,17,2,2006,5,0,1,0,5,2,5,2009,109500
0,4,22,2,2008,5,0,2,1,1,0,7,2009,372500
0,4,19,2,1961,4,4,1,0,5,2,10,2007,128500
3,4,20,2,1980,1,4,2,0,1,1,5,2010,143000
1,4,18,0,2000,4,0,1,0,5,2,7,2009,159434
3,4,4,2,1997,2,0,1,0,1,2,11,2008,173000
0,0,5,2,2002,2,0,2,0,1,0,7,2007,285000
1,1,15,5,1998,5,2,2,1,1,0,6,2010,221000
0,1,22,5,1984,2,2,2,0,1,0,9,2007,207500
3,4,21,5,2007,5,0,3,0,1,0,8,2007,227875
1,2,21,5,2004,2,0,2,1,5,2,3,2007,148800
3,4,22,2,2007,2,0,2,0,1,1,10,2007,392000
0,0,16,2,2006,0,0,2,0,1,1,6,2007,194700
3,4,5,2,2004,2,0,1,0,1,1,5,2008,141000
0,0,15,5,1995,2,0,3,1,1,0,1,2007,755000
0,4,23,5,1990,2,0,2,1,1,1,4,2006,335000
3,0,17,2,1968,5,0,1,0,5,2,12,2006,108480
3,0,3,0,1950,5,4,1,1,5,2,4,2009,141500
0,4,23,2,1987,2,2,2,0,1,2,7,2006,176000
3,4,3,2,1950,3,2,1,0,5,2,6,2006,89000
0,4,7,2,1952,3,1,1,0,5,2,9,2006,123500
3,4,19,2,2009,2,0,1,0,5,2,4,2010,138500
1,4,21,2,2004,2,0,2,0,1,1,7,2008,196000
3,4,23,2,2002,2,0,2,0,1,0,5,2006,312500
3,4,14,2,1969,5,4,1,1,1,2,7,2006,140000
0,4,22,5,2006,5,0,2,1,3,0,7,2006,361919
3,4,17,5,1996,5,2,2,0,5,2,5,2010,140000
3,4,5,2,2005,2,0,2,0,1,1,5,2010,213000
3,4,9,5,1950,5,1,2,0,1,2,7,2010,55000
1,1,4,2,2002,2,4,2,0,1,2,6,2007,302000
3,4,16,2,2006,2,0,2,0,1,0,12,2009,254000
0,4,8,5,2007,5,0,2,1,1,0,7,2007,179540
0,4,19,2,1966,5,4,1,0,1,2,12,2008,109900
0,4,3,2,2003,5,2,1,0,1,2,7,2008,52000
3,4,9,0,1950,5,2,1,0,5,1,1,2010,102776
0,4,22,2,1989,2,2,2,0,1,0,10,2008,189000
3,4,3,2,1970,0,4,1,0,5,2,5,2006,129000
0,1,19,5,2005,2,0,2,1,1,1,3,2010,130500
3,4,14,2,1974,5,4,2,0,1,1,8,2009,165000
3,4,17,5,1998,5,0,1,1,5,2,7,2007,159500
3,4,14,2,2000,1,2,1,1,1,2,11,2008,157000
3,4,15,5,1994,2,0,2,1,1,1,8,2008,341000
0,4,5,2,1969,0,4,1,1,1,2,5,2006,128500
0,1,22,2,1985,2,4,2,0,1,1,12,2006,275000
3,4,5,2,2004,2,0,1,0,1,1,5,2010,143000
3,4,12,2,1970,0,0,1,0,5,2,7,2009,124500
3,4,7,0,1972,5,0,2,0,5,2,5,2008,135000
0,4,7,2,2008,2,0,2,0,1,0,2,2009,320000
3,4,12,2,1970,0,4,1,0,5,2,11,2009,120500
0,0,6,2,2007,2,0,2,0,1,0,12,2009,222000
3,4,5,2,2007,2,0,2,0,1,1,2,2009,194500
